comparison,left_experiment,right_experiment,dataset,output_method,metric,n_pairs,mean_delta,median_delta,std_delta
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,CA-APSRG,precision,20,-0.2588377749719802,-0.2994905355327278,0.21483297478927793
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,CA-APSRG,recall,20,0.6289705114296206,0.6566066323786319,0.13104543222603027
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,CA-APSRG,specificity,20,-0.05527618726764934,-0.05795214364795631,0.016263960801705262
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,APSRG,accuracy,28,4.803911053908554e-06,1.0948448448566683e-05,7.897274138083438e-05
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,APSRG,balanced_accuracy,28,-6.21185026329312e-05,-6.761318182585407e-05,0.0003273646700825138
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,APSRG,dice,28,-3.127588421130264e-05,-1.0779573780317353e-05,0.0005211038898483388
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,APSRG,f1_score,28,-3.127588421130264e-05,-1.0779573780317353e-05,0.0005211038898483388
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,APSRG,iou,28,-3.33304080409047e-05,-1.1082907344223125e-05,0.0005308434956190074
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,APSRG,precision,28,5.0605074652289505e-05,5.9191591936791355e-05,0.0005859741753945481
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,APSRG,recall,28,-0.00013940504843876805,-0.00010705854077230903,0.0006629119883228273
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,APSRG,specificity,28,1.5168043172903672e-05,1.0551047292084448e-05,7.482132755448974e-05
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,CA-APSRG,accuracy,28,4.803911053896659e-06,1.0948448448511172e-05,7.89727413808316e-05
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,CA-APSRG,balanced_accuracy,28,-6.211850263292724e-05,-6.761318182585407e-05,0.00032736467008250697
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,CA-APSRG,dice,28,-3.127422737913118e-05,-1.0775863811485209e-05,0.0005211051963788274
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,CA-APSRG,f1_score,28,-3.127422737913118e-05,-1.0775863811485209e-05,0.0005211051963788274
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,CA-APSRG,iou,28,-3.33264489416519e-05,-1.1079033876565392e-05,0.0005308471723549869
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,CA-APSRG,precision,28,5.0612891250358714e-05,5.927734705074572e-05,0.0005859754615084695
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,CA-APSRG,recall,28,-0.0001394050484387641,-0.00010705854077230903,0.0006629119883228259
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,CA-APSRG,specificity,28,1.5168043172903672e-05,1.0551047291973426e-05,7.482132755448424e-05
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,APSRG,accuracy,20,0.00014280386021600644,-8.888324945399706e-05,0.0007990165128000827
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,APSRG,balanced_accuracy,20,0.0002661113016476591,0.00028901967310007715,0.003940564488431341
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,APSRG,dice,20,0.000565533969086468,-0.00016230159387115028,0.003900839880211975
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,APSRG,f1_score,20,0.000565533969086468,-0.00016230159387115028,0.003900839880211975
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,APSRG,iou,20,0.0006672790382187599,-0.0001881759596527588,0.004733316598348025
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,APSRG,precision,20,0.00010039345316077975,-0.0003446029958311114,0.003823134433611748
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,APSRG,recall,20,0.0005193533182401066,0.0003458333075231357,0.00873168743918943
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,APSRG,specificity,20,1.2869285055172597e-05,-2.7604385969492995e-05,0.001116941246008917
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,CA-APSRG,accuracy,20,0.00014280386021600644,-8.888324945399706e-05,0.0007990165128000827
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,CA-APSRG,balanced_accuracy,20,0.0002661113016476591,0.00028901967310007715,0.003940564488431341
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,CA-APSRG,dice,20,0.0005655588480565022,-0.00016222238449992155,0.003900834736985802
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,CA-APSRG,f1_score,20,0.0005655588480565022,-0.00016222238449992155,0.003900834736985802
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,CA-APSRG,iou,20,0.0006673059055843977,-0.00018807348008559321,0.004733312546504882
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,CA-APSRG,precision,20,0.00010048110829814494,-0.0003446029958311114,0.003823167784495591
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,CA-APSRG,recall,20,0.0005193533182401066,0.0003458333075231357,0.00873168743918943
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,CA-APSRG,specificity,20,1.28692850551837e-05,-2.7604385969492995e-05,0.0011169412460089216
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,APSRG,accuracy,20,-0.000296694214876031,-6.49350649349345e-05,0.0009548346021980309
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,APSRG,balanced_accuracy,20,-0.0003557987555169562,-0.0002748603888348411,0.001646830111111227
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,APSRG,dice,20,-0.0010235794188931725,-0.0005650357540897266,0.0027675914029696943
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,APSRG,f1_score,20,-0.0010235794188931725,-0.0005650357540897266,0.0027675914029696943
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,APSRG,iou,20,-0.0011327319368004823,-0.0005855182037859397,0.003057349055586547
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,APSRG,precision,20,-0.0009713733575368339,-0.0002703886943299372,0.0035866504593204326
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,APSRG,recall,20,-0.00043695046557014615,-0.0003028811056989267,0.003695097692820749
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,APSRG,specificity,20,-0.00027464704546381613,-7.658109725700024e-05,0.0011570599790535817
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,CA-APSRG,accuracy,20,-0.000296694214876031,-6.49350649349345e-05,0.0009548346021980271
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,CA-APSRG,balanced_accuracy,20,-0.0003557987555169562,-0.0002748603888348411,0.0016468301111112285
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,CA-APSRG,dice,20,-0.0010234948283971313,-0.0005650357540897266,0.0027676958132796413
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,CA-APSRG,f1_score,20,-0.0010234948283971313,-0.0005650357540897266,0.0027676958132796413
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,CA-APSRG,iou,20,-0.0011325966219486116,-0.0005855182037859397,0.0030575289162468383
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,CA-APSRG,precision,20,-0.0009711188665718212,-0.0002703886943299372,0.003586981987256626
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,CA-APSRG,recall,20,-0.00043695046557014615,-0.0003028811056989267,0.003695097692820749
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,CA-APSRG,specificity,20,-0.000274647045463805,-7.658109725700024e-05,0.001157059979053588
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,APSRG,accuracy,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,APSRG,balanced_accuracy,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,APSRG,dice,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,APSRG,f1_score,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,APSRG,iou,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,APSRG,precision,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,APSRG,recall,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,APSRG,specificity,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,accuracy,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,balanced_accuracy,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,dice,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,f1_score,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,iou,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,precision,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,recall,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,specificity,28,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,APSRG,accuracy,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,APSRG,balanced_accuracy,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,APSRG,dice,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,APSRG,f1_score,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,APSRG,iou,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,APSRG,precision,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,APSRG,recall,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,APSRG,specificity,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,accuracy,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,balanced_accuracy,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,dice,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,f1_score,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,iou,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,precision,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,recall,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,specificity,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,APSRG,accuracy,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,APSRG,balanced_accuracy,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,APSRG,dice,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,APSRG,f1_score,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,APSRG,iou,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,APSRG,precision,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,APSRG,recall,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,APSRG,specificity,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,accuracy,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,balanced_accuracy,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,dice,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,f1_score,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,iou,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,precision,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,recall,20,0.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,specificity,20,0.0,0.0,0.0
