experiment,experiment_label,dataset,output_method,metric,n_images,mean,std,median,min,max
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,APSRG,dice,20,0.5711637571602609,0.05845086324783202,0.5816631396957124,0.459827278141751,0.6701154956689124
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,APSRG,f1_score,20,0.5711637571602609,0.05845086324783202,0.5816631396957124,0.459827278141751,0.6701154956689124
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,APSRG,iou,20,0.40195273532499387,0.05698220876104467,0.41010344248528185,0.2985556565285485,0.5038899945721006
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,APSRG,precision,20,0.6921049447465465,0.1310712053142028,0.681229007866348,0.5071140105622864,0.9533751962323392
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,APSRG,recall,20,0.5047815264545801,0.09418154064990733,0.48995551738688614,0.3646352446712699,0.7621626669156784
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,APSRG,specificity,20,0.9802581490638177,0.01079058963055177,0.9809257068953681,0.9605403872841858,0.9984776647274404
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,CA-APSRG,accuracy,20,0.9435939787485242,0.010916444200188904,0.9469043683589139,0.914365997638725,0.9641794569067296
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,CA-APSRG,balanced_accuracy,20,0.7425115760183043,0.044681971995757394,0.7376590261572555,0.681058531278387,0.8613515270999321
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,CA-APSRG,dice,20,0.5711744049929035,0.05845963228931703,0.5816631396957124,0.4597807305011023,0.6701154956689124
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,CA-APSRG,f1_score,20,0.5711744049929035,0.05845963228931703,0.5816631396957124,0.4597807305011023,0.6701154956689124
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,CA-APSRG,iou,20,0.40196388763527124,0.05699178997896168,0.41010344248528185,0.2985164123097159,0.5038899945721006
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,CA-APSRG,precision,20,0.6921936474444433,0.13107626429729216,0.681229007866348,0.5071140105622864,0.9533751962323392
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,CA-APSRG,recall,20,0.5047539218133491,0.09419784105923708,0.48995551738688614,0.3646352446712699,0.7621626669156784
r02_selective77_radius1_bfs,"R02 - Selective fuzzy-Harris, 77 seeds, radius 1, BFS",STARE,CA-APSRG,specificity,20,0.9802692302232593,0.01078538557678904,0.9809257068953681,0.9605403872841858,0.9984776647274404
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,accuracy,28,0.9365225344392012,0.008854919105903695,0.9338103728728728,0.9222430764097432,0.9547954204204204
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,balanced_accuracy,28,0.5888673760057763,0.024307764271542506,0.58461665426992,0.5515523680806234,0.6377643704260623
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,dice,28,0.28373194094695564,0.05769589377511782,0.2774012000849895,0.1850912028766172,0.3932359110777776
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,f1_score,28,0.28373194094695564,0.05769589377511782,0.2774012000849895,0.1850912028766172,0.3932359110777776
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,iou,28,0.1666008546611768,0.0395627594001919,0.16104456122988775,0.1019837488087475,0.2447378017650062
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,precision,28,0.6722104667214202,0.11546907315167933,0.6687794262167407,0.4499140490701672,0.8948111249481112
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,recall,28,0.18498590955105762,0.051224855335531186,0.17500839014307806,0.1085992789424489,0.2948647043159426
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,specificity,28,0.9927488424604951,0.004257955472507523,0.992980701531575,0.9806640365361818,0.9985652797704448
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,accuracy,28,0.9365241729825062,0.008856299187893525,0.9338103728728728,0.9222420337003672,0.9547954204204204
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,balanced_accuracy,28,0.5888651257575468,0.02430684415784756,0.58461665426992,0.5515523680806234,0.6377704129146446
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,dice,28,0.2837320273918769,0.05770057619468444,0.27735835409935866,0.1850912028766172,0.3932359110777776
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,f1_score,28,0.2837320273918769,0.05770057619468444,0.27735835409935866,0.1850912028766172,0.3932359110777776
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,iou,28,0.166601136035034,0.039566423086122696,0.16101553112198003,0.1019837488087475,0.2447378017650062
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,precision,28,0.6722445347199845,0.11544185589859661,0.6687794262167407,0.4500687843921961,0.8948111249481112
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,recall,28,0.18497910274149834,0.051218969789024474,0.17500839014307806,0.1085992789424489,0.2948647043159426
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,specificity,28,0.9927511487735953,0.004254201790324796,0.992980701531575,0.9806761215133468,0.9985652797704448
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,accuracy,20,0.8915361156237012,0.01822559509845426,0.894619119576637,0.8539868087087114,0.932947154382282
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,balanced_accuracy,20,0.5931722583316746,0.029144973403524902,0.588557485541821,0.5585044668372522,0.6783153471160814
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,dice,20,0.3062983032464069,0.07224963400047454,0.3007417856383475,0.2095546962704253,0.4978096947935368
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,f1_score,20,0.3062983032464069,0.07224963400047454,0.3007417856383475,0.2095546962704253,0.4978096947935368
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,iou,20,0.18298002294816687,0.05276155203013111,0.1769845185876103,0.1170405461892155,0.3313892341524046
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,precision,20,0.8062833529848821,0.1592232032129107,0.7749474752738567,0.3990290139868223,0.9997619614377528
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,recall,20,0.1945026244237218,0.06092249570198555,0.17760221217498864,0.1170438078252145,0.3748648064027687
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,specificity,20,0.9918418922396276,0.007450785267883993,0.9921852727396478,0.974819952245572,0.9999947735100584
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,accuracy,20,0.8915147932833584,0.01823469445489285,0.8946037569753535,0.8539780262244978,0.932947154382282
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,balanced_accuracy,20,0.5929978599203672,0.029199850764815766,0.588557485541821,0.5585044668372522,0.6783153471160814
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,dice,20,0.3058462175623637,0.0724325974483009,0.3007417856383475,0.2095546962704253,0.4978096947935368
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,f1_score,20,0.3058462175623637,0.0724325974483009,0.3007417856383475,0.2095546962704253,0.4978096947935368
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,iou,20,0.18267413804427526,0.052870172229704165,0.1769845185876103,0.1170405461892155,0.3313892341524046
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,precision,20,0.8063513929119794,0.15951340360546484,0.7750813816358902,0.3965877437325905,0.9997619614377528
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,recall,20,0.19412530702867087,0.06098231524544846,0.17760221217498864,0.1170438078252145,0.3748648064027687
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,specificity,20,0.9918704128120636,0.007435638698573444,0.992228714907441,0.974819952245572,0.9999947735100584
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,accuracy,20,0.932694451003542,0.015459939176707531,0.9356670602125148,0.9028122786304604,0.9672656434474616
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,balanced_accuracy,20,0.6017835768590367,0.054633961730873246,0.5930147737978242,0.5453918375013871,0.7959618078693194
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,dice,20,0.31083580605892197,0.09172807097655515,0.3134481312720879,0.168462674893543,0.5333307029138472
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,f1_score,20,0.31083580605892197,0.09172807097655515,0.3134481312720879,0.168462674893543,0.5333307029138472
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,iou,20,0.1874775321479698,0.06725925454026264,0.1858524695736731,0.0919788379872363,0.3636339180027978
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,precision,20,0.7849399144913042,0.21860010791411646,0.8215105715406421,0.3170332815438711,0.999801429706116
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,recall,20,0.21034274083668109,0.11507629978980291,0.18619299264465905,0.1091564942363489,0.6311046783079652
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,specificity,20,0.9932244128813924,0.01007370021530003,0.9971455619830959,0.9608189374306734,0.9999974371460058
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,accuracy,20,0.9327028335301062,0.015445097309949361,0.9356670602125148,0.9028642266824084,0.9672656434474616
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,balanced_accuracy,20,0.6017881862032651,0.05463014120353069,0.5930147737978242,0.5454203909079384,0.7959618078693194
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,dice,20,0.31085027606645255,0.09171224372337733,0.3134481312720879,0.1685542247244744,0.5333307029138472
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,f1_score,20,0.31085027606645255,0.09171224372337733,0.3134481312720879,0.1685542247244744,0.5333307029138472
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,iou,20,0.18748664638264342,0.06725019846237887,0.1858524695736731,0.092033423538907,0.3636339180027978
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,precision,20,0.7850804184104523,0.21841632049431034,0.8215105715406421,0.3176827269747623,0.999801429706116
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,recall,20,0.21034274083668109,0.11507629978980291,0.18619299264465905,0.1091564942363489,0.6311046783079652
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,specificity,20,0.9932336315698491,0.010064384708102326,0.9971455619830959,0.9608189374306734,0.9999974371460058
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,accuracy,28,0.9449179834596502,0.006645974958961974,0.9453197989656323,0.9245380797464132,0.956813063063063
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,balanced_accuracy,28,0.7896210313316867,0.03537131496889257,0.792912953199038,0.7094105078407633,0.8630479450554273
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,dice,28,0.6015432259290004,0.04867709109745879,0.5993355557586776,0.4846875200262032,0.7015170717628901
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,f1_score,28,0.6015432259290004,0.04867709109745879,0.5993355557586776,0.4846875200262032,0.7015170717628901
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,iou,28,0.43181698040025845,0.049786715165092046,0.4278962661570267,0.319859782343101,0.5402589872439119
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,precision,28,0.6036057431831985,0.06888540579478913,0.6071843249572824,0.4620304543553664,0.7192980198911519
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,recall,28,0.6088763400221177,0.07319777947099855,0.6142562086273202,0.4544665509413806,0.774132388096612
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,specificity,28,0.9703657226412556,0.006394945229857794,0.9717932544095831,0.9519635020142424,0.9782620009865994
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,accuracy,28,0.944920962629296,0.0066460760005395995,0.9453265765765766,0.9245380797464132,0.956813063063063
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,balanced_accuracy,28,0.7896212990317076,0.03537309102274035,0.792916628251987,0.7094105078407633,0.8630479450554273
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,dice,28,0.6015549080289759,0.04867641386675942,0.5993355557586776,0.4846875200262032,0.7015170717628901
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,f1_score,28,0.6015549080289759,0.04867641386675942,0.5993355557586776,0.4846875200262032,0.7015170717628901
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,iou,28,0.4318288926604811,0.049785959057566116,0.4278962661570267,0.319859782343101,0.5402589872439119
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,precision,28,0.6036330113792955,0.06888577338531161,0.6071843249572824,0.4620304543553664,0.7192980198911519
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,recall,28,0.6088734373656065,0.07320195810920202,0.6142562086273202,0.4544665509413806,0.774132388096612
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,specificity,28,0.9703691606978089,0.006395204310498802,0.9718010459090571,0.9519635020142424,0.9782620009865994
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,accuracy,20,0.9238063873098588,0.010726175799946792,0.9255244056204811,0.8936968363666642,0.9332367166939328
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,balanced_accuracy,20,0.8453139427920252,0.032841469320918186,0.8582237729647302,0.7619768246925518,0.877177086170605
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,dice,20,0.7055638608052335,0.052438358105173756,0.7202908119361842,0.5267203870992917,0.7604173826970401
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,f1_score,20,0.7055638608052335,0.052438358105173756,0.7202908119361842,0.5267203870992917,0.7604173826970401
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,iou,20,0.5472864188468052,0.05754832718917155,0.5628560738978785,0.3575155608528672,0.6134463101390768
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,precision,20,0.6803941440231898,0.07331554761749404,0.6807769617403313,0.4569552117539524,0.8010659251535164
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,recall,20,0.7398640558641143,0.06623239201834441,0.7658364922298728,0.5733886703626847,0.8046973297916958
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,specificity,20,0.950763829719936,0.010029928287208044,0.9504081426587586,0.9223094545049474,0.9707201913151896
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,accuracy,20,0.9238070388924694,0.01073265708431946,0.9255331842497859,0.8936968363666642,0.9332367166939328
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,balanced_accuracy,20,0.8453070019513333,0.03285927086270781,0.8582237729647302,0.7618374497119095,0.877177086170605
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,dice,20,0.7055602486527588,0.052458028271039105,0.7202908119361842,0.5267203870992917,0.7604173826970401
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,f1_score,20,0.7055602486527588,0.052458028271039105,0.7202908119361842,0.5267203870992917,0.7604173826970401
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,iou,20,0.547283743261098,0.05756934097441268,0.5628560738978785,0.3575155608528672,0.6134463101390768
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,precision,20,0.6804036234465183,0.07331731609052634,0.6807769617403313,0.4569552117539524,0.8010659251535164
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,recall,20,0.7398466785118999,0.06626651285427078,0.7658364922298728,0.5731099204014,0.8046973297916958
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,specificity,20,0.9507673253907669,0.010030154685836363,0.9504081426587586,0.9223094545049474,0.9707201913151896
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,accuracy,20,0.9307005903187721,0.010063407047614844,0.9305938606847698,0.9086446280991736,0.952417945690673
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,balanced_accuracy,20,0.8886310010522651,0.03697856674791152,0.9036454337461536,0.8045107804135859,0.935336565973618
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,dice,20,0.6434450129892931,0.05304556207526185,0.6521605412680627,0.5624859026920883,0.7218417277814817
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,f1_score,20,0.6434450129892931,0.05304556207526185,0.6521605412680627,0.5624859026920883,0.7218417277814817
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,iou,20,0.4764579269760388,0.057503814936289525,0.4838634200833165,0.3912907036845603,0.5647514423456887
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,precision,20,0.5262081798277326,0.06289861331287622,0.5201120055886532,0.4486215538847117,0.6408674283869348
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,recall,20,0.8393132522663016,0.08049203436307208,0.8676973291883467,0.6394011785316133,0.949359481258896
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,specificity,20,0.9379487498382284,0.0125355782930268,0.9383616115275909,0.9200797534520057,0.9696203822955586
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,accuracy,20,0.9307085005903188,0.010061156872541681,0.9305938606847698,0.9086706021251476,0.952417945690673
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,balanced_accuracy,20,0.8886353482842507,0.036977922589409434,0.9036454337461536,0.8045107804135859,0.935336565973618
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,dice,20,0.643469132881809,0.0530612758701564,0.6521605412680627,0.5624859026920883,0.7220313636731065
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,f1_score,20,0.643469132881809,0.0530612758701564,0.6521605412680627,0.5624859026920883,0.7220313636731065
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,iou,20,0.47648558828878074,0.057524788647204284,0.4838634200833165,0.3912907036845603,0.5649836335172915
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,precision,20,0.5262426434384722,0.06292794515024819,0.5201120055886532,0.4486215538847117,0.64116644235083
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,recall,20,0.8393132522663016,0.08049203436307208,0.8676973291883467,0.6394011785316133,0.949359481258896
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,specificity,20,0.9379574443021997,0.012535762706484245,0.9383820850284827,0.9201079802207334,0.9696203822955586
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,accuracy,28,0.944922787370704,0.006649985907539623,0.9453734984984986,0.9245380797464132,0.9568433016349684
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,balanced_accuracy,28,0.7895589128290537,0.035379156825986594,0.7929686328614325,0.7095693923822914,0.8636527262683888
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,dice,28,0.6015119500447892,0.04865562175934597,0.5987470312451547,0.4848782501619297,0.7013688308426472
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,f1_score,28,0.6015119500447892,0.04865562175934597,0.5987470312451547,0.4848782501619297,0.7013688308426472
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,iou,28,0.4317836499922176,0.04976928715738646,0.42729636730933845,0.3200259320505111,0.5400831641040519
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,precision,28,0.6036563482578508,0.068815176882208,0.6071433372156767,0.4624878606463668,0.7197443200123717
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,recall,28,0.608736934973679,0.073199812152618,0.6152565218551129,0.4548137267993056,0.77532767290413
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,specificity,28,0.9703808906844286,0.006379048412615614,0.9717965895648957,0.9519777796326478,0.9783049949991176
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,accuracy,28,0.9449257665403499,0.006650092964230443,0.9453802761094429,0.9245380797464132,0.9568433016349684
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,balanced_accuracy,28,0.7895591805290747,0.03538094120088871,0.7929723079143816,0.7095693923822914,0.8636527262683888
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,dice,28,0.6015236338015969,0.048654983234560426,0.5987470312451547,0.4848782501619297,0.7013688308426472
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,f1_score,28,0.6015236338015969,0.048654983234560426,0.5987470312451547,0.4848782501619297,0.7013688308426472
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,iou,28,0.4317955662115394,0.04976857456779149,0.42729636730933845,0.3200259320505111,0.5400831641040519
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,precision,28,0.6036836242705458,0.06881555195680349,0.6071433372156767,0.4624878606463668,0.7197443200123717
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,recall,28,0.6087340323171676,0.07320400109551709,0.6152565218551129,0.4548137267993056,0.77532767290413
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,specificity,28,0.9703843287409818,0.006379307736663865,0.9718043810643697,0.9519777796326478,0.9783049949991176
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,accuracy,20,0.9239491911700748,0.010591265036793978,0.9259977937966462,0.8942796916564046,0.9331433601251868
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,balanced_accuracy,20,0.8455800540936729,0.031449446833290776,0.8584218716771337,0.7620597005472424,0.8777546331670266
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,dice,20,0.7061293947743199,0.052237691099740205,0.7216931233326813,0.5301312765377274,0.7641061066592981
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,f1_score,20,0.7061293947743199,0.052237691099740205,0.7216931233326813,0.5301312765377274,0.7641061066592981
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,iou,20,0.5479536978850239,0.05753415171403831,0.5645697305497017,0.3606657302626348,0.6182618999709348
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,precision,20,0.6804945374763506,0.07303526785905605,0.6804909187192649,0.4593290130957203,0.8093955802722084
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,recall,20,0.7403834091823545,0.06295366180989226,0.764222503173613,0.573760336977731,0.8063749475744443
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,specificity,20,0.9507766990049913,0.00993070126196481,0.9506137502136114,0.922416005966882,0.9683900704146184
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,CA-APSRG,accuracy,20,0.9239498427526854,0.010597875423873424,0.9259977937966462,0.8942796916564046,0.9331433601251868
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,CA-APSRG,balanced_accuracy,20,0.8455731132529811,0.03146802075240584,0.8584218716771337,0.7619203255666,0.8777546331670266
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,CA-APSRG,dice,20,0.7061258075008153,0.052257448827404296,0.7216931233326813,0.5301312765377274,0.7641061066592981
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,CA-APSRG,f1_score,20,0.7061258075008153,0.052257448827404296,0.7216931233326813,0.5301312765377274,0.7641061066592981
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,CA-APSRG,iou,20,0.5479510491666824,0.057555160029075465,0.5645697305497017,0.3606657302626348,0.6182618999709348
