dataset,n_images,delta_accuracy_mean,delta_accuracy_std,delta_accuracy_median,delta_accuracy_min,delta_accuracy_max,delta_precision_mean,delta_precision_std,delta_precision_median,delta_precision_min,delta_precision_max,delta_recall_mean,delta_recall_std,delta_recall_median,delta_recall_min,delta_recall_max,delta_specificity_mean,delta_specificity_std,delta_specificity_median,delta_specificity_min,delta_specificity_max,delta_f1_score_mean,delta_f1_score_std,delta_f1_score_median,delta_f1_score_min,delta_f1_score_max,delta_iou_mean,delta_iou_std,delta_iou_median,delta_iou_min,delta_iou_max,delta_false_positive_rate_mean,delta_false_positive_rate_std,delta_false_positive_rate_median,delta_false_positive_rate_min,delta_false_positive_rate_max,delta_false_negative_rate_mean,delta_false_negative_rate_std,delta_false_negative_rate_median,delta_false_negative_rate_min,delta_false_negative_rate_max,delta_balanced_accuracy_mean,delta_balanced_accuracy_std,delta_balanced_accuracy_median,delta_balanced_accuracy_min,delta_balanced_accuracy_max,delta_dice_mean,delta_dice_std,delta_dice_median,delta_dice_min,delta_dice_max,precision_n_improved,precision_n_equal,precision_n_decreased,recall_n_improved,recall_n_equal,recall_n_decreased,f1_score_n_improved,f1_score_n_equal,f1_score_n_decreased,iou_n_improved,iou_n_equal,iou_n_decreased,accuracy_n_improved,accuracy_n_equal,accuracy_n_decreased
CHASEDB1,28,4.841150674490218e-06,8.984143683027584e-06,0.0,0.0,3.0238571905205625e-05,0.00011184117032946226,0.0002121745245984886,0.0,0.0,0.0006893334643394144,0.0,0.0,0.0,0.0,0.0,5.2239439493022884e-06,9.701762890975302e-06,0.0,0.0,3.2716458860826414e-05,1.955504390089529e-05,3.707118979644811e-05,0.0,0.0,0.0001340475042903022,1.5810783197194628e-05,3.062628579658433e-05,0.0,0.0,0.00011725015358887703,-5.223943949299965e-06,9.70176289096387e-06,0.0,-3.271645886069978e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.6119719746570917e-06,4.8508814454904845e-06,0.0,0.0,1.6358229430357696e-05,1.955504390089529e-05,3.707118979644811e-05,0.0,0.0,0.0001340475042903022,7,21,0,0,28,0,7,21,0,7,21,0,7,21,0
DRIVE,20,-1.4120837619896465e-05,4.06082982803462e-05,0.0,-8.362050374743912e-05,5.697081779421076e-05,0.00011402970161016602,0.0003949864536210629,0.0,-0.0005303697277573294,0.0014294366019633742,-0.0002629814301134348,0.0003307629470813338,-1.5790803436110945e-05,-0.0009524481444899147,0.0,2.0098156452574843e-05,2.5494732096121593e-05,4.976362279196511e-06,0.0,7.533448511365393e-05,-0.00021617267441409184,0.0003080967692322867,0.0,-0.0007441381060570018,0.00010184845719057867,-0.00019588808232617744,0.0002756262284256517,0.0,-0.0006494408406281793,9.651099152852005e-05,-2.0098156452590022e-05,2.549473209619627e-05,-4.976362279149674e-06,-7.533448511390026e-05,0.0,0.00026298143011342645,0.00033076294708132847,1.579080343608319e-05,0.0,0.0009524481444899147,-0.0001214416368304272,0.00016290478980321267,0.0,-0.00043855682968796383,3.148111375339546e-05,-0.00021617267441409184,0.0003080967692322867,0.0,-0.0007441381060570018,0.00010184845719057867,8,7,5,0,10,10,4,7,9,4,7,9,4,7,9
STARE,20,7.792207792212125e-06,1.8291962534554493e-05,0.0,-4.7225501772496514e-06,7.556080283355193e-05,0.00020748622856867627,0.00044319147687644584,0.0,0.0,0.0018337686420160093,-8.209733824209863e-05,0.000160636900549863,0.0,-0.0005103572500750886,0.0,1.5937202123561534e-05,2.478176046873747e-05,0.0,0.0,8.211423629900239e-05,-2.0777382356246265e-05,0.00011834110015672314,0.0,-0.0003103184762157096,0.0002454573277519967,-1.9585616443956732e-05,0.00010410246275673864,0.0,-0.0002633136600116992,0.00019777284879624046,-1.5937202123565067e-05,2.4781760468752578e-05,0.0,-8.211423629909953e-05,0.0,8.209733824209863e-05,0.00016063690054986723,0.0,0.0,0.0005103572500750886,-3.308006805926578e-05,7.348138265159738e-05,0.0,-0.00022058009611569673,4.105711814950119e-05,-2.0777382356246265e-05,0.00011834110015672314,0.0,-0.0003103184762157096,0.0002454573277519967,8,12,0,0,14,6,3,12,5,3,12,5,6,12,2
