dataset,image_id,method,accuracy,precision,recall,specificity,f1_score,iou,false_positive_rate,false_negative_rate,balanced_accuracy,dice
CHASEDB1,Image_01L,APSRG Baseline,0.9329454454454454,0.5737676761893857,0.1498392763698886,0.991655037521507,0.2376232928679817,0.134831158347908,0.008344962478493,0.8501607236301114,0.5707471569456978,0.2376232928679817
CHASEDB1,Image_01L,CA-APSRG,0.9329454454454454,0.5737676761893857,0.1498392763698886,0.991655037521507,0.2376232928679817,0.134831158347908,0.008344962478493,0.8501607236301114,0.5707471569456978,0.2376232928679817
CHASEDB1,Image_01R,APSRG Baseline,0.925784117450784,0.5427249357326478,0.1449243526730552,0.989963913419288,0.2287621359223301,0.1291538198013018,0.0100360865807118,0.8550756473269447,0.5674441330461717,0.2287621359223301
CHASEDB1,Image_01R,CA-APSRG,0.925784117450784,0.5427249357326478,0.1449243526730552,0.989963913419288,0.2287621359223301,0.1291538198013018,0.0100360865807118,0.8550756473269447,0.5674441330461717,0.2287621359223301
CHASEDB1,Image_02L,APSRG Baseline,0.9222430764097432,0.5623799646615963,0.1881392958108455,0.9870713329248088,0.2819535116606004,0.1641128535078968,0.0129286670751912,0.8118607041891545,0.5876053143678271,0.2819535116606004
CHASEDB1,Image_02L,CA-APSRG,0.9222420337003672,0.5623871190869615,0.1880621948085325,0.98707700687683,0.2818678196893387,0.1640547932920814,0.0129229931231701,0.8119378051914675,0.5875696008426812,0.2818678196893387
CHASEDB1,Image_02R,APSRG Baseline,0.9253263680347014,0.6260488030174737,0.1085992789424489,0.9945054572187976,0.1850912028766172,0.1019837488087475,0.0054945427812022,0.8914007210575511,0.5515523680806234,0.1850912028766172
CHASEDB1,Image_02R,CA-APSRG,0.9253263680347014,0.6260488030174737,0.1085992789424489,0.9945054572187976,0.1850912028766172,0.1019837488087475,0.0054945427812022,0.8914007210575511,0.5515523680806234,0.1850912028766172
CHASEDB1,Image_03L,APSRG Baseline,0.9304815231898566,0.814924270410048,0.1466833342199053,0.9971657894379552,0.2486166052450665,0.1419544150010939,0.0028342105620448,0.8533166657800947,0.5719245618289301,0.2486166052450665
CHASEDB1,Image_03L,CA-APSRG,0.9304815231898566,0.814924270410048,0.1466833342199053,0.9971657894379552,0.2486166052450665,0.1419544150010939,0.0028342105620448,0.8533166657800947,0.5719245618289301,0.2486166052450665
CHASEDB1,Image_03R,APSRG Baseline,0.9340997247247248,0.7809605070697221,0.1769376285883928,0.9959463986221816,0.2885093831969289,0.1685719923699269,0.0040536013778184,0.8230623714116071,0.5864420136052872,0.2885093831969289
CHASEDB1,Image_03R,CA-APSRG,0.9340997247247248,0.7809605070697221,0.1769376285883928,0.9959463986221816,0.2885093831969289,0.1685719923699269,0.0040536013778184,0.8230623714116071,0.5864420136052872,0.2885093831969289
CHASEDB1,Image_04L,APSRG Baseline,0.9297443276609944,0.6679024053797741,0.2061249467858663,0.9912838057999348,0.3150275501697741,0.1869630273192393,0.0087161942000651,0.7938750532141337,0.5987043762929005,0.3150275501697741
CHASEDB1,Image_04L,CA-APSRG,0.9297443276609944,0.6679024053797741,0.2061249467858663,0.9912838057999348,0.3150275501697741,0.1869630273192393,0.0087161942000651,0.7938750532141337,0.5987043762929005,0.3150275501697741
CHASEDB1,Image_04R,APSRG Baseline,0.9285764931598264,0.612220817530552,0.1967923710446467,0.989604797021292,0.2978452959386596,0.1749813311492785,0.010395202978708,0.8032076289553532,0.5931985840329693,0.2978452959386596
CHASEDB1,Image_04R,CA-APSRG,0.9285764931598264,0.612220817530552,0.1967923710446467,0.989604797021292,0.2978452959386596,0.1749813311492785,0.010395202978708,0.8032076289553532,0.5931985840329693,0.2978452959386596
CHASEDB1,Image_05L,APSRG Baseline,0.9307328161494828,0.8948111249481112,0.1419259688442343,0.9985652797704448,0.2449935216966335,0.139596932960315,0.0014347202295552,0.8580740311557656,0.5702456243073395,0.2449935216966335
CHASEDB1,Image_05L,CA-APSRG,0.9307328161494828,0.8948111249481112,0.1419259688442343,0.9985652797704448,0.2449935216966335,0.139596932960315,0.0014347202295552,0.8580740311557656,0.5702456243073395,0.2449935216966335
CHASEDB1,Image_05R,APSRG Baseline,0.924219010677344,0.8029261057173679,0.1458310373118793,0.9966684788864992,0.2468314420436292,0.1407916203627078,0.0033315211135008,0.8541689626881207,0.5712497580991893,0.2468314420436292
