dataset,n_images,delta_accuracy_mean,delta_accuracy_std,delta_accuracy_median,delta_accuracy_min,delta_accuracy_max,delta_precision_mean,delta_precision_std,delta_precision_median,delta_precision_min,delta_precision_max,delta_recall_mean,delta_recall_std,delta_recall_median,delta_recall_min,delta_recall_max,delta_specificity_mean,delta_specificity_std,delta_specificity_median,delta_specificity_min,delta_specificity_max,delta_f1_score_mean,delta_f1_score_std,delta_f1_score_median,delta_f1_score_min,delta_f1_score_max,delta_iou_mean,delta_iou_std,delta_iou_median,delta_iou_min,delta_iou_max,delta_false_positive_rate_mean,delta_false_positive_rate_std,delta_false_positive_rate_median,delta_false_positive_rate_min,delta_false_positive_rate_max,delta_false_negative_rate_mean,delta_false_negative_rate_std,delta_false_negative_rate_median,delta_false_negative_rate_min,delta_false_negative_rate_max,delta_balanced_accuracy_mean,delta_balanced_accuracy_std,delta_balanced_accuracy_median,delta_balanced_accuracy_min,delta_balanced_accuracy_max,delta_dice_mean,delta_dice_std,delta_dice_median,delta_dice_min,delta_dice_max,precision_n_improved,precision_n_equal,precision_n_decreased,recall_n_improved,recall_n_equal,recall_n_decreased,f1_score_n_improved,f1_score_n_equal,f1_score_n_decreased,iou_n_improved,iou_n_equal,iou_n_decreased,accuracy_n_improved,accuracy_n_equal,accuracy_n_decreased
CHASEDB1,28,0.010147871085371058,0.0026709419490985437,0.010406239572906095,0.004512846179512975,0.015340340340340375,0.04762549544116778,0.015277169317354181,0.049853913702103486,0.016373346993578175,0.0726917179005308,-0.018084683357203254,0.004648224359503385,-0.018538723322135575,-0.0244491921484844,-0.0071898236342407,0.012311298980015992,0.003255381687919894,0.01276239019441322,0.005140509832227469,0.01833450818783222,0.026572829440859695,0.007135846462298359,0.027487126306883658,0.013399264723644388,0.03966732100094805,0.02579575045311395,0.007337182052733102,0.02693133107938231,0.012568589430819288,0.0403068430241017,-0.012311298980015971,0.00325538168791989,-0.012762390194413251,-0.018334508187832103,-0.005140509832227594,0.018084683357203257,0.004648224359503371,0.018538723322135492,0.007189823634240811,0.02444919214848451,-0.0028866921885936487,0.001595224800353783,-0.0028367183675215846,-0.006092866943298247,-0.0006777173405950743,0.026572829440859695,0.007135846462298359,0.027487126306883658,0.013399264723644388,0.03966732100094805,28,0,0,0,0,28,28,0,0,28,0,0,28,0,0
DRIVE,20,0.00026764995985272265,0.003244314071439352,-0.00011680195654634185,-0.004761967634464126,0.006736806903136827,0.02394857750275988,0.01105824753706196,0.02211078104480657,0.003450338852767687,0.055657597663531955,-0.04773259195711045,0.010591243944813875,-0.05230722524700693,-0.06611999999999996,-0.026787957983615662,0.007114453430000939,0.002462954558688953,0.006869491596832977,0.0030235711911182905,0.013784747395497288,-0.014547267816042982,0.01105339954248499,-0.017055988784193093,-0.030527576670250967,0.00840411561633636,-0.017350469931833576,0.013148776730681641,-0.020329179592010194,-0.03618876984700736,0.008507309494670212,-0.007114453430000915,0.002462954558688963,-0.0068694915968329495,-0.0137847473954971,-0.0030235711911182003,0.04773259195711047,0.010591243944813882,0.05230722524700701,0.026787957983615607,0.06612000000000001,-0.02030906926355478,0.005760352584187864,-0.02261999751921967,-0.030344303920306515,-0.008625062127839866,-0.014547267816042982,0.01105339954248499,-0.017055988784193093,-0.030527576670250967,0.00840411561633636,20,0,0,0,0,20,3,0,17,3,0,17,8,1,11
STARE,20,0.006836363636363646,0.007832777707174826,0.004160566706021107,0.0003943329397874118,0.029308146399055435,0.02769313410143249,0.016240673065917168,0.022839978813750383,0.01521370945018391,0.08135479991006606,-0.025048498364827716,0.011902827292887462,-0.02358751807966708,-0.05664459277629741,-0.01183211282885821,0.009442836435687923,0.00767237040379389,0.006900527376016208,0.0031682742630180227,0.03128153878422235,0.013030603784632486,0.019485365162017865,0.007839693991993801,-0.011777920422607724,0.06473238447882818,0.012182259242284445,0.017270068259857097,0.007625830674472728,-0.015029708305020817,0.05281029119631364,-0.00944283643568787,0.007672370403793929,-0.006900527376016104,-0.031281538784222296,-0.0031682742630179013,0.025048498364827747,0.011902827292887452,0.02358751807966715,0.011832112828858182,0.05664459277629738,-0.00780283096456989,0.008036546730942166,-0.008122000511789629,-0.02532175437148365,0.008378505758238841,0.013030603784632486,0.019485365162017865,0.007839693991993801,-0.011777920422607724,0.06473238447882818,20,0,0,0,0,20,17,0,3,17,0,3,20,0,0
