experiment,experiment_label,dataset,output_method,metric,n_pairs,mean_delta,median_delta,std_delta,wins,ties,losses
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,CHASEDB1,CA-APSRG,balanced_accuracy,28,-0.1807372273961588,-0.1819779900250894,0.049069179862275304,0,0,28
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,CHASEDB1,CA-APSRG,dice,28,-0.1689637979514464,-0.1880693101303827,0.11786601098953599,2,0,26
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,CHASEDB1,CA-APSRG,f1_score,28,-0.1689637979514464,-0.1880693101303827,0.11786601098953599,2,0,26
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,CHASEDB1,CA-APSRG,iou,28,-0.14076048295918214,-0.16323428973111898,0.09434039817657265,2,0,26
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,CHASEDB1,CA-APSRG,precision,28,0.19325433074340626,0.2034587593492208,0.060484273084411955,28,0,0
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,CHASEDB1,CA-APSRG,recall,28,-0.40985387880294694,-0.41133287048114964,0.10052837371299242,0,0,28
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,CHASEDB1,CA-APSRG,specificity,28,0.04837942401062916,0.04901124189426059,0.005330032411212037,28,0,0
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,APSRG,accuracy,20,-0.020423502736186698,-0.01825494306820391,0.016868900526094778,2,0,18
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,APSRG,balanced_accuracy,20,-0.16229910652095936,-0.15954831277133402,0.04911003753608309,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,APSRG,dice,20,-0.2323368786234954,-0.21422090474375316,0.10475869782880949,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,APSRG,f1_score,20,-0.2323368786234954,-0.21422090474375316,0.10475869782880949,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,APSRG,iou,20,-0.22949840223338977,-0.2110452346527796,0.09492511335057992,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,APSRG,precision,20,0.06183073915746003,0.06336046965911862,0.052555700140658725,17,0,3
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,APSRG,recall,20,-0.3507799504123186,-0.3385583977424293,0.10236584162173372,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,APSRG,specificity,20,0.026181737370399905,0.024151715878095448,0.012724237356080758,20,0,0
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,CA-APSRG,accuracy,20,-0.02073079427385947,-0.01820430703821696,0.016552198890429935,2,0,18
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,CA-APSRG,balanced_accuracy,20,-0.16189692000053574,-0.15823894097656638,0.04903991401370745,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,CA-APSRG,dice,20,-0.2328118593005005,-0.2161735101715308,0.10430127327913075,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,CA-APSRG,f1_score,20,-0.2328118593005005,-0.2161735101715308,0.10430127327913075,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,CA-APSRG,iou,20,-0.2299579890896566,-0.21365772539740366,0.09435385279887423,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,CA-APSRG,precision,20,0.059950672340044184,0.06211224924591313,0.05138204876920414,17,0,3
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,CA-APSRG,recall,20,-0.34943989761958055,-0.33665540718641107,0.1022827470709954,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,DRIVE,CA-APSRG,specificity,20,0.02564605761850901,0.0239752103641947,0.012333756976992169,20,0,0
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,APSRG,accuracy,20,0.011249232585596236,0.004453364817001315,0.02976291179595615,11,0,9
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,APSRG,balanced_accuracy,20,-0.18292481826084403,-0.17481182134642287,0.06927881942224434,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,APSRG,dice,20,-0.14407166316751083,-0.1257120737692501,0.16870642132226743,2,0,18
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,APSRG,f1_score,20,-0.14407166316751083,-0.1257120737692501,0.16870642132226743,2,0,18
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,APSRG,iou,20,-0.14051658588738675,-0.14414288430523517,0.1467004213858093,2,0,18
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,APSRG,precision,20,0.13798302857225112,0.12903502129380615,0.1351324485534889,19,0,1
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,APSRG,recall,20,-0.41201186147590824,-0.39203233804572507,0.1381400335872369,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,APSRG,specificity,20,0.04616222495422015,0.035955505831235746,0.02465323253420011,20,0,0
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,CA-APSRG,accuracy,20,0.009518063754427365,0.004069657615112077,0.02692384208595812,11,0,9
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,CA-APSRG,balanced_accuracy,20,-0.1836358157860931,-0.17628325740874484,0.06911695660479092,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,CA-APSRG,dice,20,-0.14820538275536677,-0.1263070300429352,0.1650408720242268,2,0,18
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,CA-APSRG,f1_score,20,-0.14820538275536677,-0.1263070300429352,0.1650408720242268,2,0,18
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,CA-APSRG,iou,20,-0.14425655627043069,-0.14487754752572082,0.14351496294184687,2,0,18
