dataset,image_id,image_path,value,experiment,experiment_label,output_method,metric
CHASEDB1,Image_09L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_09L.png,0.9251001001001,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
CHASEDB1,Image_09R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_09R.png,0.9256297964631298,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
CHASEDB1,Image_10L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_10L.png,0.9126626626626628,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
CHASEDB1,Image_10R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_10R.png,0.9202233483483484,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
CHASEDB1,Image_11L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_11L.png,0.9205278194861528,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
CHASEDB1,Image_11R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_11R.png,0.9214412328995664,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
CHASEDB1,Image_12L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_12L.png,0.9180951785118452,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
CHASEDB1,Image_12R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_12R.png,0.921581998665332,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
CHASEDB1,Image_13L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_13L.png,0.9183767100433768,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
CHASEDB1,Image_13R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_13R.png,0.9229270937604273,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
CHASEDB1,Image_14L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_14L.png,0.923238863863864,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
CHASEDB1,Image_14R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_14R.png,0.9098515181848515,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,21,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\21_training.png,0.9397872340425532,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,22,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\22_training.png,0.9271584550653093,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,23,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\23_training.png,0.8791561307173502,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,24,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\24_training.png,0.9184678078041156,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,25,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\25_training.png,0.9163712493732462,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,26,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\26_training.png,0.9213566008565388,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,27,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\27_training.png,0.9276553158989757,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,28,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\28_training.png,0.9291329230579738,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,29,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\29_training.png,0.927314800557831,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,30,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\30_training.png,0.921758874236004,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,31,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\31_training.png,0.9058897413713598,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,32,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\32_training.png,0.9385358133579912,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,33,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\33_training.png,0.9405940159305868,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,34,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\34_training.png,0.8919802950446275,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,35,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\35_training.png,0.9408950739305764,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,36,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\36_training.png,0.9206001311521586,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,37,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\37_training.png,0.9258272956960376,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,38,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\38_training.png,0.9377077586816608,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,39,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\39_training.png,0.9353292886661392,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
DRIVE,40,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\40_training.png,0.9473728268436032,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0001,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0001.png,0.9143069657615112,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0002,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0002.png,0.9103659976387248,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0003,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0003.png,0.9122172373081464,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0004,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0004.png,0.904094451003542,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0005,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0005.png,0.9257260920897284,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0044,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0044.png,0.9362786304604488,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0077,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0077.png,0.9521133412042504,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0081,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0081.png,0.9413695395513576,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0082,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0082.png,0.9554899645808737,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0139,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0139.png,0.9349468713105076,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0162,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0162.png,0.9344746162927982,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0163,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0163.png,0.9637260920897284,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0235,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0235.png,0.9504321133412044,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0236,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0236.png,0.94756080283353,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0239,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0239.png,0.9407910271546636,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0240,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0240.png,0.9345643447461628,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0255,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0255.png,0.9515064935064936,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0291,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0291.png,0.874866587957497,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0319,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0319.png,0.8811074380165289,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
STARE,im0324,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0324.png,0.9070059031877212,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,accuracy
CHASEDB1,Image_01L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_01L.png,0.4424940722509218,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_01R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_01R.png,0.4579076574450004,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_02L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_02L.png,0.4558695753725417,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_02R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_02R.png,0.4462887936120835,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_03L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_03L.png,0.5546755831220389,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_03R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_03R.png,0.5088088699013326,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_04L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_04L.png,0.4678944479932343,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_04R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_04R.png,0.448739511590104,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_05L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_05L.png,0.5139055491154679,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_05R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_05R.png,0.5622372417677469,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_06L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_06L.png,0.4795178322374975,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_06R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_06R.png,0.4618276236242443,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_07L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_07L.png,0.4742065290289837,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_07R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_07R.png,0.4832921684141735,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_08L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_08L.png,0.4629463872341739,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_08R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_08R.png,0.4358779566360052,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_09L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_09L.png,0.3845475619662776,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_09R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_09R.png,0.391737302404341,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_10L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_10L.png,0.3927510505723808,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_10R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_10R.png,0.4138048966946305,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_11L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_11L.png,0.3782194359800477,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_11R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_11R.png,0.3828380602071435,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_12L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_12L.png,0.4527820772314164,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_12R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_12R.png,0.4778482499412732,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_13L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_13L.png,0.4097659976431417,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_13R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_13R.png,0.4326935737073986,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_14L,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_14L.png,0.4648138893516205,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
CHASEDB1,Image_14R,E:\ca_apsrg_retinal_project\data\working_png\CHASEDB1\CHASEDB1\Image_14R.png,0.3639623808712647,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,21,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\21_training.png,0.7070733532934131,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,22,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\22_training.png,0.7409298085688241,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,23,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\23_training.png,0.4113071638267607,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,24,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\24_training.png,0.869684654173252,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,25,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\25_training.png,0.7072819033886085,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,26,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\26_training.png,0.667556285499213,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,27,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\27_training.png,0.7115584983026921,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,28,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\28_training.png,0.8124927209907217,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,29,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\29_training.png,0.7021337946943483,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,30,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\30_training.png,0.64375,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,31,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\31_training.png,0.4763521857248703,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,32,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\32_training.png,0.770721649484536,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,33,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\33_training.png,0.7700427139806144,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,34,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\34_training.png,0.6243081620968255,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,35,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\35_training.png,0.7999366762971465,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,36,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\36_training.png,0.8220409341948526,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,37,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\37_training.png,0.7103951709131747,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,38,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\38_training.png,0.7554608417687799,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,39,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\39_training.png,0.7527989916215615,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
DRIVE,40,E:\ca_apsrg_retinal_project\data\working_png\DRIVE\DRIVE\training\images\40_training.png,0.7679047814487995,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
STARE,im0001,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0001.png,0.4782061148814104,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
STARE,im0002,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0002.png,0.4090510731134274,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
STARE,im0003,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0003.png,0.3883003833153949,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
STARE,im0004,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0004.png,0.4177973505446895,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
STARE,im0005,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0005.png,0.5647858884486437,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
STARE,im0044,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0044.png,0.5256373590455957,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
STARE,im0077,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0077.png,0.6519340703338746,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
STARE,im0081,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0081.png,0.5674118231495281,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
STARE,im0082,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0082.png,0.6725866513892867,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
STARE,im0139,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0139.png,0.5659337318877292,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
STARE,im0162,E:\ca_apsrg_retinal_project\data\working_png\STARE\stare\pngdata\im0162.png,0.5230235731069507,a01_legacy_polling_bfs,A01 - Legacy percentile-polling seeds with BFS,APSRG,precision
