dataset,n_images,delta_accuracy_mean,delta_accuracy_std,delta_accuracy_median,delta_accuracy_min,delta_accuracy_max,delta_precision_mean,delta_precision_std,delta_precision_median,delta_precision_min,delta_precision_max,delta_recall_mean,delta_recall_std,delta_recall_median,delta_recall_min,delta_recall_max,delta_specificity_mean,delta_specificity_std,delta_specificity_median,delta_specificity_min,delta_specificity_max,delta_f1_score_mean,delta_f1_score_std,delta_f1_score_median,delta_f1_score_min,delta_f1_score_max,delta_iou_mean,delta_iou_std,delta_iou_median,delta_iou_min,delta_iou_max,delta_false_positive_rate_mean,delta_false_positive_rate_std,delta_false_positive_rate_median,delta_false_positive_rate_min,delta_false_positive_rate_max,delta_false_negative_rate_mean,delta_false_negative_rate_std,delta_false_negative_rate_median,delta_false_negative_rate_min,delta_false_negative_rate_max,delta_balanced_accuracy_mean,delta_balanced_accuracy_std,delta_balanced_accuracy_median,delta_balanced_accuracy_min,delta_balanced_accuracy_max,delta_dice_mean,delta_dice_std,delta_dice_median,delta_dice_min,delta_dice_max,precision_n_improved,precision_n_equal,precision_n_decreased,recall_n_improved,recall_n_equal,recall_n_decreased,f1_score_n_improved,f1_score_n_equal,f1_score_n_decreased,iou_n_improved,iou_n_equal,iou_n_decreased,accuracy_n_improved,accuracy_n_equal,accuracy_n_decreased
CHASEDB1,28,0.001547790349873655,0.0003636014559634656,0.0015317400734066178,0.0008988154821486516,0.0021458958958957552,0.008240176614229064,0.002431276302038653,0.008046147895056255,0.0037214873564814233,0.011483081095622127,-0.0011089786039447974,0.0005981270395257025,-0.0010007526294169566,-0.002505782575173532,-0.00015148531349884475,0.0017488861652565277,0.00038957989023542637,0.0017103996736479998,0.001004492681632052,0.002394202801082823,0.004750835677027318,0.0013143573123441373,0.0049505622051711495,0.0022714860740132847,0.0072901426928373425,0.004474080901449852,0.0013211309044148052,0.004515747187077396,0.0020716145214771386,0.0072981667526539895,-0.001748886165256525,0.0003895798902354401,-0.0017103996736477986,-0.0023942028010828023,-0.0010044926816319966,0.0011089786039447777,0.0005981270395256758,0.0010007526294169844,0.00015148531349890026,0.002505782575173421,0.0003199537806558572,0.0003767272719519391,0.0003259498392789717,-0.0005260580336887699,0.0010255678299435633,0.004750835677027318,0.0013143573123441373,0.0049505622051711495,0.0022714860740132847,0.0072901426928373425,28,0,0,0,0,28,28,0,0,28,0,0,28,0,0
DRIVE,20,0.009073487339660468,0.003381658609953089,0.010058127250717197,0.0017215350795879436,0.013577466771052205,0.045341062351401465,0.016975708066284158,0.04987485923531981,0.0057258978240018465,0.06881542222053583,-0.010163336574212794,0.003912684404570115,-0.009998909805219447,-0.01903355255824324,-0.002302661877130019,0.011866919508395236,0.004104341558388343,0.013074401222163412,0.002553344830249049,0.017792721438134262,0.017210247252177586,0.007752181942317324,0.018733646143347715,0.001764182424149996,0.026942164773218424,0.017273743231604882,0.007824344676213013,0.018652410160351407,0.0016368576330860196,0.02818396306817167,-0.011866919508395244,0.00410434155838838,-0.013074401222163499,-0.017792721438134297,-0.0025533448302488965,0.010163336574212789,0.0039126844045700975,0.009998909805219447,0.002302661877130019,0.019033552558243183,0.0008517914670912452,0.001691049307628012,0.0012704920440694822,-0.004423561831012779,0.002725224991327213,0.017210247252177586,0.007752181942317324,0.018733646143347715,0.001764182424149996,0.026942164773218424,20,0,0,0,0,20,20,0,0,20,0,0,20,0,0
STARE,20,0.004693034238488797,0.002365681404184506,0.004269185360094463,0.001355371900826463,0.01157497048406153,0.017594333246018203,0.010555360492759616,0.016903360018092034,0.003985876038503311,0.04821814811688041,-0.001076569348847134,0.0008377304231928464,-0.000934102567133499,-0.0030076784260996137,0.0,0.005180572882683093,0.002606217689023349,0.004581983776545562,0.0014441611935052112,0.012875837357843922,0.011969658770635985,0.006438410295175758,0.01054640842521487,0.0034438284704922384,0.029923671115805073,0.010984228104468637,0.006242483720969228,0.010008558637847192,0.0028549172264501488,0.028317633526234898,-0.005180572882683095,0.002606217689023374,-0.0045819837765455965,-0.012875837357843901,-0.0014441611935051002,0.0010765693488471062,0.0008377304231928433,0.0009341025671334435,0.0,0.0030076784260995026,0.0020520017669179826,0.001357085715074625,0.001989832219343679,-9.077015862968274e-05,0.005694957260778066,0.011969658770635985,0.006438410295175758,0.01054640842521487,0.0034438284704922384,0.029923671115805073,20,0,0,0,2,18,20,0,0,20,0,0,20,0,0
