dataset,n_images,delta_accuracy_mean,delta_accuracy_std,delta_accuracy_median,delta_accuracy_min,delta_accuracy_max,delta_precision_mean,delta_precision_std,delta_precision_median,delta_precision_min,delta_precision_max,delta_recall_mean,delta_recall_std,delta_recall_median,delta_recall_min,delta_recall_max,delta_specificity_mean,delta_specificity_std,delta_specificity_median,delta_specificity_min,delta_specificity_max,delta_f1_score_mean,delta_f1_score_std,delta_f1_score_median,delta_f1_score_min,delta_f1_score_max,delta_iou_mean,delta_iou_std,delta_iou_median,delta_iou_min,delta_iou_max,delta_false_positive_rate_mean,delta_false_positive_rate_std,delta_false_positive_rate_median,delta_false_positive_rate_min,delta_false_positive_rate_max,delta_false_negative_rate_mean,delta_false_negative_rate_std,delta_false_negative_rate_median,delta_false_negative_rate_min,delta_false_negative_rate_max,delta_balanced_accuracy_mean,delta_balanced_accuracy_std,delta_balanced_accuracy_median,delta_balanced_accuracy_min,delta_balanced_accuracy_max,delta_dice_mean,delta_dice_std,delta_dice_median,delta_dice_min,delta_dice_max,precision_n_improved,precision_n_equal,precision_n_decreased,recall_n_improved,recall_n_equal,recall_n_decreased,f1_score_n_improved,f1_score_n_equal,f1_score_n_decreased,iou_n_improved,iou_n_equal,iou_n_decreased,accuracy_n_improved,accuracy_n_equal,accuracy_n_decreased
CHASEDB1,28,-2.4950545783846464e-06,8.405821876565165e-06,0.0,-4.0665665665740036e-05,0.0,-2.1409713668798674e-05,7.596241527599452e-05,0.0,-0.00038001709390644844,0.0,-5.135029485895036e-05,0.0001742073817418651,0.0,-0.0008449427087626749,0.0,2.3666335831538733e-07,9.205804879425012e-07,0.0,0.0,4.4300173548394994e-06,-4.555496792390098e-05,0.00015707474436664625,0.0,-0.0007679978414238953,0.0,-4.1612036841183276e-05,0.00014341810925658642,0.0,-0.0007029178934689906,0.0,-2.3666335829283592e-07,9.205804878621597e-07,0.0,-4.430017354499494e-06,0.0,5.1350294858954325e-05,0.00017420738174187087,0.0,0.0,0.0008449427087626749,-2.5556815750322442e-05,8.678373408594526e-05,0.0,-0.00042137307604239727,0.0,-4.555496792390098e-05,0.00015707474436664625,0.0,-0.0007679978414238953,0.0,0,25,3,0,25,3,0,25,3,0,25,3,0,25,3
DRIVE,20,-5.222506712992403e-05,4.927077233190965e-05,-4.8666303812061606e-05,-0.00014566835288820634,0.0,-0.00010275690102856116,0.00018906732582959408,-9.362076532548613e-05,-0.0005039067905043826,0.00037412438184003527,-0.00042577976517286646,0.0003823669768539319,-0.0004111488298286087,-0.0010840276272184035,0.0,4.560783947865632e-06,1.4771574651467529e-05,0.0,0.0,6.57908054818579e-05,-0.0004735832003612439,0.00045823095023501986,-0.00046711499368121134,-0.0014934103000907029,0.0,-0.00039353821076320574,0.00035435191287151637,-0.00040157227923011407,-0.0010419172941676935,0.0,-4.560783947860037e-06,1.4771574651479133e-05,0.0,-6.579080548190126e-05,0.0,0.00042577976517284565,0.0003823669768539154,0.00041114882982862255,0.0,0.0010840276272183758,-0.00021060949061247892,0.00018884498345321456,-0.00020557441491431128,-0.0005368659409674681,0.0,-0.0004735832003612439,0.00045823095023501986,-0.00046711499368121134,-0.0014934103000907029,0.0,2,7,11,0,7,13,0,7,13,0,7,13,0,7,13
STARE,20,2.4793388429589224e-06,2.5871860896735535e-05,0.0,-8.26446280993709e-05,5.194805194808083e-05,0.00010094331601496199,0.00022380339145729045,0.0,-0.00018125986924244497,0.0007949511672539211,-0.00010100500944482116,0.0002616705371062028,0.0,-0.0010937628175330394,0.0,1.1798589034950347e-05,2.0501494240171232e-05,0.0,0.0,7.703309598583452e-05,-3.550076241354283e-05,0.00021616005781766338,0.0,-0.0008600584300889613,0.00018906905893534276,-3.593726887737569e-05,0.00022733066055366174,0.0,-0.0009094642548697074,0.0002092764882690168,-1.1798589034945143e-05,2.050149424016552e-05,0.0,-7.703309598579983e-05,0.0,0.00010100500944482394,0.0002616705371062043,0.0,0.0,0.0010937628175330394,-4.460321020492986e-05,0.00012888429882755266,0.0,-0.0005404202750700637,2.296592112482898e-05,-3.550076241354283e-05,0.00021616005781766338,0.0,-0.0008600584300889613,0.00018906905893534276,6,13,1,0,16,4,4,13,3,4,13,3,4,13,3
