dataset,n_images,delta_accuracy_mean,delta_accuracy_std,delta_accuracy_median,delta_accuracy_min,delta_accuracy_max,delta_precision_mean,delta_precision_std,delta_precision_median,delta_precision_min,delta_precision_max,delta_recall_mean,delta_recall_std,delta_recall_median,delta_recall_min,delta_recall_max,delta_specificity_mean,delta_specificity_std,delta_specificity_median,delta_specificity_min,delta_specificity_max,delta_f1_score_mean,delta_f1_score_std,delta_f1_score_median,delta_f1_score_min,delta_f1_score_max,delta_iou_mean,delta_iou_std,delta_iou_median,delta_iou_min,delta_iou_max,delta_false_positive_rate_mean,delta_false_positive_rate_std,delta_false_positive_rate_median,delta_false_positive_rate_min,delta_false_positive_rate_max,delta_false_negative_rate_mean,delta_false_negative_rate_std,delta_false_negative_rate_median,delta_false_negative_rate_min,delta_false_negative_rate_max,delta_balanced_accuracy_mean,delta_balanced_accuracy_std,delta_balanced_accuracy_median,delta_balanced_accuracy_min,delta_balanced_accuracy_max,delta_dice_mean,delta_dice_std,delta_dice_median,delta_dice_min,delta_dice_max,precision_n_improved,precision_n_equal,precision_n_decreased,recall_n_improved,recall_n_equal,recall_n_decreased,f1_score_n_improved,f1_score_n_equal,f1_score_n_decreased,iou_n_improved,iou_n_equal,iou_n_decreased,accuracy_n_improved,accuracy_n_equal,accuracy_n_decreased
CHASEDB1,28,2.9791696458471495e-06,5.841615229289015e-06,0.0,0.0,1.5640640640746106e-05,2.7268196097042308e-05,5.5022517237502215e-05,0.0,0.0,0.00017277687199568348,-2.9026565112412672e-06,1.5359414540373504e-05,0.0,-8.127438231475548e-05,0.0,3.438056553244679e-06,6.835858965773223e-06,0.0,0.0,2.146368795874487e-05,1.1682099975508984e-05,2.4329766685931962e-05,0.0,0.0,7.012015358864865e-05,1.1912260222616108e-05,2.490901730822949e-05,0.0,0.0,7.318019748936422e-05,-3.4380565532497595e-06,6.83585896578026e-06,0.0,-2.1463687958699768e-05,0.0,2.9026565112392843e-06,1.5359414540363018e-05,0.0,0.0,8.127438231469997e-05,2.6770002099972346e-07,6.597735034761278e-06,0.0,-2.9905347178060815e-05,8.464323440926513e-06,1.1682099975508984e-05,2.4329766685931962e-05,0.0,0.0,7.012015358864865e-05,6,22,0,0,27,1,6,22,0,6,22,0,6,22,0
DRIVE,20,6.515826106112676e-07,1.2808813905223107e-05,0.0,-3.972773260585427e-05,3.520212620844454e-05,9.479423328490055e-06,5.612871697392819e-05,0.0,-0.00010936576873987747,0.0001995157280951787,-1.7377352214420495e-05,6.34097502656865e-05,0.0,-0.00027874996128474105,0.0,3.4956708308664373e-06,1.0870121550834176e-05,0.0,0.0,3.9725496816744865e-05,-3.612152474696817e-06,5.353318241113184e-05,0.0,-0.00020669528115691005,0.00010562887042087077,-2.675585707137551e-06,5.7625112274894044e-05,0.0,-0.00021484841250901665,0.00012572934911214695,-3.4956708308900297e-06,1.0870121550907012e-05,0.0,-3.9725496817001604e-05,0.0,1.7377352214413556e-05,6.340975026567091e-05,0.0,0.0,0.00027874996128468554,-6.940840691765926e-06,3.181283710111822e-05,0.0,-0.00013937498064231502,1.9862748408483455e-05,-3.612152474696817e-06,5.353318241113184e-05,0.0,-0.00020669528115691005,0.00010562887042087077,2,17,1,0,18,2,2,17,1,2,17,1,2,17,1
STARE,20,7.91027154664059e-06,1.733949176072317e-05,0.0,0.0,6.139315230235809e-05,3.446361073952964e-05,7.930818912209893e-05,0.0,0.0,0.0002990139638952005,0.0,0.0,0.0,0.0,0.0,8.694463971337107e-06,1.9135657500898554e-05,0.0,0.0,6.837480966825904e-05,2.411989251585589e-05,5.363261859867569e-05,0.0,0.0,0.00018963589162479533,2.7661312742002785e-05,6.34553933393662e-05,0.0,0.0,0.00023219117160278024,-8.694463971334678e-06,1.9135657500886092e-05,0.0,-6.837480966819659e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.347231985679656e-06,9.567828750459497e-06,0.0,0.0,3.418740483407401e-05,2.411989251585589e-05,5.363261859867569e-05,0.0,0.0,0.00018963589162479533,4,16,0,0,20,0,4,16,0,4,16,0,4,16,0
