experiment,experiment_label,dataset,output_method,metric,n_pairs,mean_delta,median_delta,std_delta,wins,ties,losses,wilcoxon_statistic,wilcoxon_p_value,bootstrap_mean_ci_low,bootstrap_mean_ci_high
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,precision,20,0.24938755080424246,0.31360685731985105,0.21612782707651437,18,0,2,12.0,0.000133514404296875,0.15346953323986226,0.3377492603617063
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,recall,28,-0.5216543091823596,-0.5312666269536345,0.046758805402637736,0,0,28,0.0,7.450580596923828e-09,-0.5384170730981951,-0.5045995453283467
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,recall,20,-0.4997473936605753,-0.5084448216979432,0.06663958342061975,0,0,20,0.0,1.9073486328125e-06,-0.5269579008517715,-0.47005281342812344
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,recall,20,-0.6245061101877083,-0.6567567774100342,0.09993554697143771,0,0,20,0.0,1.9073486328125e-06,-0.6612889683548006,-0.5766038721043332
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,specificity,28,0.05671205354765629,0.0565514353956168,0.005888811981372352,28,0,0,0.0,7.450580596923828e-09,0.05461906508242004,0.05887529089861235
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,specificity,20,0.03327859046353468,0.028395519722759388,0.016998974815347633,20,0,0,0.0,1.9073486328125e-06,0.026548419585591336,0.041018886819120415
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,specificity,20,0.0562773257469313,0.05089262404927297,0.023236882570603887,20,0,0,0.0,1.9073486328125e-06,0.047000690159904226,0.06684641437352115
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,f1_score,28,-0.2631407349178068,-0.2600727629957615,0.068104869042584,0,0,28,0.0,7.450580596923828e-09,-0.28824721119959806,-0.23713759030613937
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,f1_score,20,-0.3906869459024014,-0.4140203648988394,0.0966745319816905,0,0,20,0.0,1.9073486328125e-06,-0.42932989506562436,-0.348584152586503
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,f1_score,20,-0.33042676227700934,-0.4010460801168088,0.17627497649886825,2,0,18,3.0,9.5367431640625e-06,-0.3995515313936777,-0.2483831875243619
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,iou,28,-0.21045652563231498,-0.20526193094586032,0.05222592137570947,0,0,28,0.0,7.450580596923828e-09,-0.22946353386881788,-0.19142454923893312
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,iou,20,-0.3550831316419905,-0.380540188297252,0.08857958359709804,0,0,20,0.0,1.9073486328125e-06,-0.3900268226061236,-0.31621087735591846
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,iou,20,-0.2941347660561232,-0.3439072026412338,0.160492950086362,2,0,18,3.0,9.5367431640625e-06,-0.36112068274860265,-0.2251845241831001
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,balanced_accuracy,28,-0.23247112781735166,-0.23679782856964232,0.02295016412200392,0,0,28,0.0,7.450580596923828e-09,-0.24046995918010577,-0.22376341699097596
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,balanced_accuracy,20,-0.2332344015985203,-0.2353319033136521,0.033644964144676305,0,0,20,0.0,1.9073486328125e-06,-0.2472881786223128,-0.2187153963557277
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,balanced_accuracy,20,-0.2841143922203885,-0.30260467418965104,0.057109403307378015,0,0,20,0.0,1.9073486328125e-06,-0.30550163314669776,-0.25721733132795815
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,APSRG,dice,28,-0.2631407349178068,-0.2600727629957615,0.068104869042584,0,0,28,0.0,7.450580596923828e-09,-0.287036996572152,-0.23813642736081883
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,APSRG,dice,20,-0.3906869459024014,-0.4140203648988394,0.0966745319816905,0,0,20,0.0,1.9073486328125e-06,-0.4306982911443419,-0.34908966611230874
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,APSRG,dice,20,-0.33042676227700934,-0.4010460801168088,0.17627497649886825,2,0,18,3.0,9.5367431640625e-06,-0.3990258234421548,-0.24955355518360814
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,accuracy,28,0.013070734424901096,0.011875938438438427,0.009739462698417368,26,0,2,12.0,5.21540641784668e-07,0.009635821647540408,0.016538543752085428
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,accuracy,20,-0.03342295903092642,-0.03791776751869136,0.022553848040783964,2,0,18,6.0,2.6702880859375e-05,-0.0422068353363361,-0.023273239254797434
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,accuracy,20,0.0023166469893741992,-0.005289256198347081,0.031296129329459015,7,0,13,104.0,0.9854354858398438,-0.01037099468713113,0.01657561097992907
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,precision,28,0.20584511113588516,0.19851123286109873,0.09824541187162486,28,0,0,0.0,7.450580596923828e-09,0.17125604409278836,0.24206542959712876
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,precision,20,0.0931707818795037,0.03826358193006596,0.14444205853912612,12,0,8,54.0,0.058258056640625,0.03255299331109399,0.15657457956191909
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,precision,20,0.24494324139393336,0.31117927923477906,0.21319243336303648,18,0,2,12.0,0.000133514404296875,0.14598110493649966,0.33171453101836595
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,recall,28,-0.5195779735557974,-0.5301097091126054,0.04705080217113172,0,0,28,0.0,7.450580596923828e-09,-0.5361478083178333,-0.502416729674634
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,recall,20,-0.49852167683277465,-0.5074507767505161,0.0666546468715546,0,0,20,0.0,1.9073486328125e-06,-0.5266581856827873,-0.4697819271449334
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,recall,20,-0.6239785079045405,-0.6567567774100342,0.10052125398527825,0,0,20,0.0,1.9073486328125e-06,-0.6608895188297674,-0.5749607803726976
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,specificity,28,0.052523623583760934,0.05033362791453222,0.006239869690420778,28,0,0,0.0,7.450580596923828e-09,0.05031668511419602,0.05488962809889581
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,specificity,20,0.03275133312762715,0.02823382605436131,0.016632377258242334,20,0,0,0.0,1.9073486328125e-06,0.02610258219388364,0.04043426631260686
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,specificity,20,0.05440310723784074,0.050436677308682065,0.02039762251386715,20,0,0,0.0,1.9073486328125e-06,0.04601498415930631,0.06345840891494306
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,f1_score,28,-0.27404855874649037,-0.27127446627033,0.06894762369971794,0,0,28,0.0,7.450580596923828e-09,-0.29969046102104613,-0.24720230674229615
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,f1_score,20,-0.39139783958903557,-0.41341856314826475,0.09602440554919145,0,0,20,0.0,1.9073486328125e-06,-0.43026366645826564,-0.3474714455487225
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,f1_score,20,-0.3345252344749784,-0.4024691761690981,0.17067807517245825,2,0,18,3.0,9.5367431640625e-06,-0.40288250290586114,-0.25822736013112535
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,iou,28,-0.2209465595114662,-0.21574642014588435,0.05348668587157852,0,0,28,0.0,7.450580596923828e-09,-0.24091863620339524,-0.20169914640438386
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,iou,20,-0.3556527153198227,-0.3796619589585131,0.08784170130993847,0,0,20,0.0,1.9073486328125e-06,-0.3923478588710467,-0.3167271567278637
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,iou,20,-0.2978460365880496,-0.34506251282027844,0.15610468836894545,2,0,18,3.0,9.5367431640625e-06,-0.36024022160052,-0.22722360976401562
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,balanced_accuracy,28,-0.23352717498601822,-0.23824152913249474,0.02265245427408827,0,0,28,0.0,7.450580596923828e-09,-0.24160778720886752,-0.22496757444080678
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,balanced_accuracy,20,-0.23288517185257374,-0.23514767054052593,0.03357296238905147,0,0,20,0.0,1.9073486328125e-06,-0.24706813112474518,-0.21810896544634117
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,balanced_accuracy,20,-0.28478770033334977,-0.30275592513705185,0.0562689051568261,0,0,20,0.0,1.9073486328125e-06,-0.3059095294281227,-0.2575430396745448
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,CHASEDB1,CA-APSRG,dice,28,-0.27404855874649037,-0.27127446627033,0.06894762369971794,0,0,28,0.0,7.450580596923828e-09,-0.2993496863276371,-0.24914825367274254
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,DRIVE,CA-APSRG,dice,20,-0.39139783958903557,-0.41341856314826475,0.09602440554919145,0,0,20,0.0,1.9073486328125e-06,-0.4302200421503666,-0.34899554795564514
r03_edge_region_mean,R03 - Selective 77/radius 1 with region-mean edge growing,STARE,CA-APSRG,dice,20,-0.3345252344749784,-0.4024691761690981,0.17067807517245825,2,0,18,3.0,9.5367431640625e-06,-0.40231383259510467,-0.2566256306861185
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,accuracy,28,0.025204445516945513,0.023827473306639813,0.005672370084748158,28,0,0,0.0,7.450580596923828e-09,0.02315487641659515,0.027266051393655545
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,accuracy,20,-0.0008381943043731077,-0.003884071149100332,0.009683378497052406,7,0,13,87.0,0.5216732025146484,-0.004763985134230492,0.0036010374726918033
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,accuracy,20,0.0020533648170011688,-0.006462809917355317,0.028437376967100043,8,0,12,93.0,0.6742229461669922,-0.009070174144037723,0.015245289256198294
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,precision,28,0.15352523332903822,0.1565077247367378,0.03687718345912732,28,0,0,0.0,7.450580596923828e-09,0.1398304773341522,0.16613773008192476
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,precision,20,-0.030792370490259995,-0.04853039955589267,0.06062043238983237,6,0,14,50.0,0.039989471435546875,-0.05543554295910176,-0.005065306043271841
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,precision,20,-0.009344183859329148,-0.025685216219076185,0.11086391420807185,7,0,13,84.0,0.4523754119873047,-0.05501332268599755,0.039369216255787945
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,recall,28,-0.09776387871129957,-0.10707816307367257,0.04551118733798732,1,0,27,1.0,1.4901161193847656e-08,-0.11460011803718854,-0.08115001164317209
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,recall,20,0.04561403777981725,0.05416684346449335,0.04121767420310103,17,0,3,15.0,0.0002613067626953125,0.02782528845225003,0.06287313103835283
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,recall,20,0.004464401241912358,0.006533719062532195,0.0515528358292557,11,0,9,83.0,0.4304332733154297,-0.018051290770605355,0.025127786389254753
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,specificity,28,0.034328933728416826,0.03407591229100837,0.0061372458148370515,28,0,0,0.0,7.450580596923828e-09,0.03211361347602322,0.03650177848592485
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,specificity,20,-0.007799472056156881,-0.011997604895211011,0.015038818745500188,6,0,14,49.0,0.03623390197753906,-0.013908104521521617,-0.0011572149038632702
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,specificity,20,0.0010016627037673976,-0.00562971299226972,0.033384959554474604,7,0,13,88.0,0.5458755493164062,-0.012202380919184411,0.016470026903821825
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,f1_score,28,0.05467055006423802,0.05693625387055018,0.03449474808782672,25,0,3,6.0,1.043081283569336e-07,0.042047544160497545,0.06702715205835272
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,f1_score,20,0.00857861165642516,0.005320712498638969,0.024917400108366246,11,0,9,72.0,0.2305126190185547,-0.0017025005330100148,0.01959150521698776
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,f1_score,20,0.002182444653361859,-0.021692963545000332,0.07844376771042938,8,0,12,88.0,0.5458755493164062,-0.029267959468798534,0.03705003036160682
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,iou,28,0.05475960010676669,0.05520215216760377,0.034621361267103426,25,0,3,6.0,1.043081283569336e-07,0.0421276111261201,0.06733726874704346
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,iou,20,0.009223264256647809,0.006475441894030931,0.028882268294659234,11,0,9,74.0,0.26109886169433594,-0.0028829997469327568,0.02194067712817653
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,iou,20,-0.005154371228054279,-0.023394354744772056,0.07854282037038508,8,0,12,84.0,0.4523754119873047,-0.03753551388599426,0.029274689902078113
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,balanced_accuracy,28,-0.031717472491441384,-0.03725444597794725,0.021850963942782083,2,0,26,10.0,3.203749656677246e-07,-0.03973588818481459,-0.024162540472679562
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,balanced_accuracy,20,0.01890728286183015,0.019828284387338246,0.015290600994182717,18,0,2,11.0,0.0001049041748046875,0.012105480524247288,0.025374183494961153
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,balanced_accuracy,20,0.002733031972839889,0.0033747397944387525,0.014068625929919767,11,0,9,77.0,0.3117942810058594,-0.003336361289035318,0.00859717246650925
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,APSRG,dice,28,0.05467055006423802,0.05693625387055018,0.03449474808782672,25,0,3,6.0,1.043081283569336e-07,0.041735653245521205,0.06706765482155126
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,APSRG,dice,20,0.00857861165642516,0.005320712498638969,0.024917400108366246,11,0,9,72.0,0.2305126190185547,-0.0015256707922509485,0.019454685798334034
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,APSRG,dice,20,0.002182444653361859,-0.021692963545000332,0.07844376771042938,8,0,12,88.0,0.5458755493164062,-0.028264166991162677,0.037061934670934535
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,accuracy,28,0.02146752407169078,0.020296338004671455,0.005301973657978511,28,0,0,0.0,7.450580596923828e-09,0.019496606911971536,0.023351037979944284
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,accuracy,20,-0.0011307134218153715,-0.0039147728226825995,0.009307856947847146,7,0,13,83.0,0.4304332733154297,-0.004877757551593618,0.0029659594462178923
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,accuracy,20,0.00032231404958672495,-0.0068311688311687435,0.025496889064862104,7,0,13,87.0,0.5216732025146484,-0.00980556375442741,0.011405575560802812
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,precision,28,0.13723358779519634,0.13577775767108458,0.033671666806669616,28,0,0,0.0,7.450580596923828e-09,0.12484461486428854,0.14919064232907378
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,precision,20,-0.0327769875859575,-0.04896371793491311,0.05883843467042412,6,0,14,45.0,0.023950576782226562,-0.05667044518383883,-0.006552448059703303
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,precision,20,-0.013894533578046778,-0.02730617333913335,0.10500957899365916,7,0,13,82.0,0.40909767150878906,-0.05795910476155341,0.032159180316959045
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,recall,28,-0.0956836389316894,-0.10376539625168957,0.0451647785104819,1,0,27,1.0,1.4901161193847656e-08,-0.11170964070732672,-0.07879695506480583
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,recall,20,0.04719969465045431,0.05582400744460442,0.04071641844963676,17,0,3,15.0,0.0002613067626953125,0.02998448153785314,0.06396002209986945
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,recall,20,0.004992003525080118,0.006649689904149103,0.05101315465653603,11,0,9,83.0,0.4304332733154297,-0.01849849064817229,0.025581978176054208
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,specificity,28,0.03014163550797461,0.030898206239955095,0.005540648027907139,28,0,0,0.0,7.450580596923828e-09,0.02808163672349431,0.03215194474787331
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,specificity,20,-0.008351754293669484,-0.012060789149758278,0.014514340699416555,6,0,14,45.0,0.023950576782226562,-0.014255857597503464,-0.0019482053222146284
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,specificity,20,-0.0008730800298085928,-0.006581407928017591,0.030302257049067735,6,0,14,85.0,0.47490501403808594,-0.013282175559752153,0.012671522271830373
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,f1_score,28,0.04377432189060874,0.04694067507001748,0.03394657635427085,25,0,3,15.0,1.0207295417785645e-06,0.031177528541010118,0.05556496920192236
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,f1_score,20,0.008316191501359482,0.0038267683878822067,0.02425095571425463,11,0,9,73.0,0.24548721313476562,-0.0020548645637172612,0.018819965048372786
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,f1_score,20,-0.0019063776596219633,-0.022666552609131807,0.07218187147459251,8,0,12,83.0,0.4304332733154297,-0.030228446115989033,0.031069293896400726
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,iou,28,0.04428119711398088,0.04578987206682961,0.03391235211156552,25,0,3,14.0,8.195638656616211e-07,0.032029160918429486,0.05643361521612587
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,iou,20,0.008956889897000048,0.0045559764484852106,0.028132786391642794,11,0,9,74.0,0.26109886169433594,-0.0029750953204020322,0.0212200778677109
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,iou,20,-0.008847094681912276,-0.02450822605365044,0.07369028924429505,8,0,12,81.0,0.38837623596191406,-0.0385734257228988,0.023275503966780794
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,balanced_accuracy,28,-0.03277100171185736,-0.03830235672622745,0.021614855767843798,2,0,26,8.0,1.862645149230957e-07,-0.04030104656149437,-0.024690000413232667
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,balanced_accuracy,20,0.019423970178392404,0.020499663710390192,0.015224295493171933,18,0,2,10.0,8.20159912109375e-05,0.01260806982459985,0.025978923949147328
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,balanced_accuracy,20,0.002059461747635777,0.0032521523845285283,0.01461078346732178,11,0,9,83.0,0.4304332733154297,-0.004345473573443519,0.008016784798489999
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,CHASEDB1,CA-APSRG,dice,28,0.04377432189060874,0.04694067507001748,0.03394657635427085,25,0,3,15.0,1.0207295417785645e-06,0.031178306128993954,0.05578564822208062
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,DRIVE,CA-APSRG,dice,20,0.008316191501359482,0.0038267683878822067,0.02425095571425463,11,0,9,73.0,0.24548721313476562,-0.0014711778309851903,0.019023459552095553
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,dice,20,-0.0019063776596219633,-0.022666552609131807,0.07218187147459251,8,0,12,83.0,0.4304332733154297,-0.030698752894072926,0.0292880460440029
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,accuracy,28,0.025209249427999424,0.023824345178511674,0.0056646848430540915,28,0,0,0.0,7.450580596923828e-09,0.023192417678094802,0.02735016638662469
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,accuracy,20,-0.0006953904441571012,-0.0026301888143207552,0.00972949246116872,7,0,13,89.0,0.5705966949462891,-0.004652730069514992,0.003706750344186035
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,accuracy,20,0.0017566706021251376,-0.006047225501771003,0.028763906934643684,8,0,12,93.0,0.6742229461669922,-0.009922317001180665,0.014947089728453353
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,precision,28,0.15357583840369055,0.1567401084720751,0.0367903140957941,28,0,0,0.0,7.450580596923828e-09,0.13955859294279097,0.16624491342700798
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,precision,20,-0.03069197703709921,-0.044310460339233526,0.05971357583285105,6,0,14,48.0,0.03276824951171875,-0.056277418119385775,-0.004995634711517148
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,precision,20,-0.010315557216865981,-0.023980762180610515,0.11210981675505628,7,0,13,85.0,0.47490501403808594,-0.05561821070360774,0.040140243876960975
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,recall,28,-0.09790328375973836,-0.10710110571165671,0.04553306438394541,0,0,28,0.0,7.450580596923828e-09,-0.11437520074547369,-0.0812568056656634
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,recall,20,0.04613339109805736,0.05605545878230217,0.04065687811216448,17,0,3,13.0,0.0001678466796875,0.028499509560330906,0.06311593032805708
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,recall,20,0.004027450776342212,0.010877854696993428,0.051308518269961884,12,0,8,85.0,0.47490501403808594,-0.01867390354640147,0.025559357486908584
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,specificity,28,0.03434410177158973,0.03402625844343993,0.006130136076568596,28,0,0,0.0,7.450580596923828e-09,0.03212290999188204,0.03652288119262268
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,specificity,20,-0.007786602771101709,-0.012660609987586724,0.014852418465197538,6,0,14,49.0,0.03623390197753906,-0.013904214198407752,-0.0012830236675882155
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,specificity,20,0.0007270156583035814,-0.004783324689087098,0.03375117855532805,7,0,13,88.0,0.5458755493164062,-0.012534239688276159,0.01604559812177261
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,f1_score,28,0.05463927418002671,0.056643044663765574,0.03446267283082808,25,0,3,6.0,1.043081283569336e-07,0.042186076813842587,0.06684544420846854
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,f1_score,20,0.00914414562551163,0.006044973724154523,0.02533558331318601,12,0,8,69.0,0.1893482208251953,-0.0014678542079273325,0.020077951644498486
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,f1_score,20,0.0011588652344686867,-0.02160155481964482,0.07932463784427436,8,0,12,86.0,0.49800872802734375,-0.03026389173509476,0.0371067118737464
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,iou,28,0.05472626969872579,0.054915943096101816,0.03458978050532273,25,0,3,6.0,1.043081283569336e-07,0.042220938685599764,0.0667632172454442
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,iou,20,0.009890543294866569,0.00737238697714121,0.02947629643994246,12,0,8,69.0,0.1893482208251953,-0.002445585737532416,0.02295686925163554
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,iou,20,-0.006287103164854761,-0.024379696996883193,0.07969629045496956,8,0,12,83.0,0.4304332733154297,-0.03912581831596106,0.02883685705968088
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,balanced_accuracy,28,-0.03177959099407431,-0.03722947244292629,0.02185682587312666,2,0,26,10.0,3.203749656677246e-07,-0.03972963170433379,-0.023837145962899212
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,balanced_accuracy,20,0.019173394163477808,0.020536915938561995,0.015238549029972613,17,0,3,8.0,4.76837158203125e-05,0.012751477344060827,0.025459226951324018
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,balanced_accuracy,20,0.0023772332173229325,0.00281822023470113,0.013619748175543437,12,0,8,78.0,0.3299827575683594,-0.0036201545989970525,0.008056226581824094
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,dice,28,0.05463927418002671,0.056643044663765574,0.03446267283082808,25,0,3,6.0,1.043081283569336e-07,0.04224978420977131,0.06709034605872298
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,dice,20,0.00914414562551163,0.006044973724154523,0.02533558331318601,12,0,8,69.0,0.1893482208251953,-0.0015852853323839121,0.019914491511266872
